PostID,發佈日期,標題,貼文內容,圖片網址
190,2023/04/01 15:00:06,【鬼扣應篇】,"【鬼扣應篇】
#死相 第1話
#告別式
#殯儀館
#發洩
#相
#靈眼
#神通
#殮容
#封棺
#沖煞

你好死相？！
一句充滿愛意的話語
那人的死相呢？

那天參加了我之前說過被鬼跟上的親戚的告別式

還記得那天急匆匆的來到殯儀館
因為早上總是喝很多水才出門
趕緊跑去廁所解放一下
就在等待同行家人如廁時
我看見一具屍體正在被推入靈堂

喪家很是用心的在遺體前請了兩位樂手吹著笛子
但我看亡者並不在屍身上
那只是具空遺體吧？！
反正也不關我的事
等家人到齊我們就要前往親戚的靈堂了

結果⋯⋯我剛剛看到的那具遺體就是我親戚！！
因為我們剛去上的廁所就在這個靈堂的背面
所以我的親戚魂魄真的沒跟著遺體來嗎？

我覺得通靈後真的會更「沒血沒淚」
我本來就是理性大於感性的人
再更了解靈界後我真的覺得祂們只是以靈魂的方式活在另一個世界
所以整場告別式我都在發呆

好奇的看著禮儀公司的程序
看著自己也不知道在做什麼的法師
我稍微可以體會鬼魂討厭騙子法師的情緒
因為儀式裡沒有太多顧慮到往者的地方
只是一場活人的發洩大會？

最後終於要讓大家瞻仰遺容了
這個我期待已久的程序
任何靈都一樣「相」是非常重要的一個表徵
能吐露很多資訊
那電視裡披頭散髮的白袍鬼看不見相怎麼辦呢？
這時候就要用「靈眼」或是「神通」觀相
類似讀心術的感覺，通靈人就一樣可以知道發生了什麼事

來到了靈堂後面
有一個女人瘋狂的哭泣著，但我完全不知道她是誰，可見我跟親戚有多不熟
好想跟那個女人說：「伯父又不在，不用哭給我們看🤣」
不過我當然沒講，因為我社會化了

看到親戚的死相後⋯⋯⋯
讓我想起了我好久前的一個客人
看起來被鬼纏身的人，不論死活，都可以有同樣的死相，真是一個很有意義的驗證
我親戚的魂魄看起來應該也被惡鬼帶走了
微微張開的嘴巴，看似遺體的自然反應，實際上是生魂最後的吶喊
無奈一般人都覺得這沒什麼

看完遺容後
我們再來到靈堂前進行封棺儀式
傳說中「殮容」和「封棺」是最邪氣的兩個步驟了
所以我又好期待的看著法師執行儀軌

不過認真覺得依照親戚本魂不在現場的狀況
一切都很平和
真的不用太擔心有什麼煞到、沖到的可能
因為沖、煞也是靈力的一種
往者不在現場
惡鬼也沒跟來
這場告別式事實上沒什麼看頭

不過被盯上的下一個人
身上已經有一點反應的樣子了
等他們家再有什麼消息，我再分享給有緣人，一起趨吉避凶

未完待續⋯⋯⋯",
189,2023/03/30 15:00:50,【鬼扣應篇】,"【鬼扣應篇】
#拜神
#氣色
#原木神桌
#形象照
#悲觀
#憂鬱
#孝順

你家也有拜神嗎？
那你家有越拜越順嗎？還是越拜越衰？

兩週前我爸跟我說：「A先生說他媽卡陰，而且我今天看他氣色很不好，你能幫他看一下他媽真的有卡陰嗎？」
我思考了兩個禮拜，什麼都沒做
因為我明明跟他聊聊天就知道了，真的是懶得先調查他媽的狀況

事實上大約五、六年前我就去過A先生家了
他家住在市郊的山上，家中有一張高級原木神桌，神桌上供著好幾尊神像
當下他家已有狀況，他爸病苦纏身，他媽專職照顧他爸，A先生則事業平平
那時A先生還有能力想搞點事業，所以也不是太理會我的話
我記得沒幾天他家神桌上供的神就來找我了
他家桌上雖然有五尊神像和祖先牌位
但來找我的大概10幾個神靈，神桌不夠坐都坐到地上了
而且這些神靈都不是多高等的神靈，基本上拜什麼神靈是有差的，但絕不是什麼神像的姿態或是穿著打扮的問題

那種會說別人家神像拿刀子有問題、土地公拿龍拐不能在家拜的老師，真的聽聽就好
神像的姿態就像是我們人類的形象照
請問誰天天打扮得跟形象照一模一樣？
重點是神像裡裝了什麼
可以是天神、地神、冥神和鬼

今天早上我跟爸爸說：「等一下A先生來，您跟他說我要跟他聊聊天，看他自己的選擇，不要也沒差。」
後來A先生當然是有找我聊天啦～

他一直困惑著自己家怎麼了，而且他覺得他媽媽在父親死後一個月，突然變得悲觀又憂鬱，家裡也髒亂不堪，他都不想陪伴媽媽了
我則跟他說：「你家原本拜這麼多神，知道自己在拜什麼嗎？祂們有問題你們知道嗎？祂們原本纏你爸，你爸被纏死了，祂們換找你媽。我建議你要去處理祂們，不然你媽死了，你就是下一個。」
A先生滿臉疑惑的問我說：「祂們怎麼不找我哥呢？我是小弟，他才是大哥。」
我則跟他說：「找不孝的有用嗎？祂們當然知道要找孝順的。」

然後A先生接著說：「當初爸、媽和我把神像請去了大廟，祖先牌位請去塔位。現在神桌還留在儲藏室，媽媽想說以後哪一天家裡比較好了，可以繼續拜。」
我傻眼的看著他說：「你們只丟神像，有跟神靈說不要拜了嗎？神桌還留著，有辦法事潔淨神桌嗎？祂們都還坐在桌上，你們怎麼可以說不拜就不拜？」

最後A先生說：「現在我媽住的房子是和爸爸生前一起租的，因為現在媽媽精神狀況不好，房子用的很髒亂，同時為了避免媽媽觸景傷情，準備在月底搬家，那我該先找你去看現在租的房子嗎？」
我語重心長的告訴他說：「最好在這間房子做個了斷，先搬下一間，這間出現的問題只是再換一間，問題越攪越多，那就更多變數了。」

人類總是容易便宜行事、貪小便宜
然後事後又說自己是好人，為什麼命這麼苦
沒有人的現在不是自己造成的
再不回頭，水只會越淹越高",
188,2023/03/23 17:00:16,【神知鬼識】,"【神知鬼識】
#天命之人 最終話
#貶入凡間
#神仙投胎
#佛緣
#往生淨土神咒
#心血管疾病
#法眼
#加官晉爵

你覺得天界下凡的人是被貶入凡間嗎？
為什麼凡人投胎是福報，神仙投胎就不是福報？

我弟弟出生後，每天晚上都不睡覺，笑到天亮，像是有人在陪他玩樂一樣
當時我還是什麼都不會的凡人，然後爸媽就帶著弟弟去問事了
聽靈媒說：「我弟有佛緣還什麼的，所以晚上會有靈界的人來找他玩？然後幾歲前不可以去宮廟，也不要遇見喪事。」
還記得小時候我跟弟弟還有伯父一家人一起出遊，在車陣中遇上了出殯的隊伍，我和堂姊們狂唸往生淨土神咒的趣事，自以為可以讓亡者遠離我們

長大後，弟弟是正常的上班族，我則一步步成為一個完整的通靈人
我想說的是，小時候胖不是胖，問事也不一定問得出什麼

在我大約25、26歲時
我認識了第二個職業的通靈人，她是一位女性，不同於陳老師的存在
這位女通靈人說她供奉的菩薩和我師傅認識同修過，因此與我投緣，曾經一度我還跟她熱切的往來過一陣子

不過當我在和這位女通靈人聊天時
我懷疑她所供奉的菩薩與我師傅認識同修過
因為她所供奉的菩薩能力不怎麼樣，這位女通靈人也很避鬼的樣子
不過因為當時的我還小，也就把這事放在心裡而已

但她竟然有一天脫靈來查我的仙籍
我記得她仔細的觸碰著我的頭骨，從天靈蓋一直往下摸去
最後她說：「什麼都沒有，跟凡人無異。」
就這樣我被白摸了一個晚上🙄️
後來我問師傅說：「原來我是凡人嗎？」
師傅則跟我說：「誰說神仙就要不一樣。」

後來這位通靈人在50歲左右就中風延誤就醫往生了
雖然她的死讓我們錯愕，但心血管疾病對靈界來說真的是輕而易舉的事情
也讓我更加懷疑她的能力

當年在陳老師身邊包含我在內一共有四位仙界通靈人
另外三位都是法眼比我強10倍以上的人
如果我所看見的是10%那他們看見的應該是40%
不過目前只剩我和其中一個人活著，另外兩位已經死了

死了的這兩位在現世中還是姐弟
他們從靈界就是姐弟，一起投胎到同一個家庭
在陳老師這裡看見我師傅，接引出自己原本的使命
當時他們倆也都只有20多歲
不過就在30歲左右前後離世

聽陳老師說，他們接引了自己的天命後
因為現世家人的反對與自己的執念，最終受惡鬼牽引，提早結束人生
事後陳老師路過他們出車禍的路段時，還看見祂們依然站在路邊

每個人投胎到這個世上都有自己的任務
即便是仙界下凡的人，對我們事實上也是千載難逢的大好機會
靈界原則上是階級不太流動的世界，位階、能力和生活近乎都一層不變
出世為人可以給予一切靈，實踐自己抱負的機會
仙人入凡，死後一樣再受評比，做得好的加官晉爵，做不好的才真的會被降罪貶職",
187,2023/03/21 15:00:16,【神來也篇】,"【神來也篇】後段是鬼故事😂
#進香
#松山媽祖
#新港媽祖
#北港媽祖
#旅館鬧鬼
#床陷落
#鬼壓床

你喜歡去進香嗎？
事實上我不是很喜歡，但因為要陪別人去，所以我答應了

這是我第二次跟松山媽祖回北港進香
因為行程都一樣，我真的覺得沒啥興致
但錢繳了就去吧～
話說我小時候也是松山媽的乾孫子，不過後來我們沒什麼聯絡了，我也把這當作是一種人情世故的變化

隊伍浩浩蕩蕩的來到了新港奉天宮
我記得上次來的時候新港媽完全沒鳥我喔～
所以我對這站非常不感興趣
不過因為想借廁所，所以下車後還是跑第一個進廟
我要進廟時陣頭還在表演，松山媽的轎子也還在很遠的地方
由於上次的經驗，上完廁所後，我朋友在拜拜我也不想拿香，反正是薄緣的神明，然後我們就一起出廟，準備逛街逛回遊覽車上

當我們來到廟門口時
松山三媽的神轎正準備入廟
奉天宮便點燃第一輪的鞭炮要恭迎三媽
一陣大炸之後
我看見和奉天宮一樣大的媽祖站在廟門口迎接正要入廟坐在轎裡的三媽娘娘
原來新港媽是這個水準

因為我朋友已經開始逛了
我們便漸漸的往遊覽車走去
我朋友先買了綠色花椰菜🥦
然後又買了聖女番茄
最後還買了紅豆🫘

就在我朋友要付紅豆的錢時
松山大媽的神轎已經經過我們約100公尺
我看見大媽在轎子上跟我招手說：「一起進來坐坐？！」
我看著緩緩遠離的神轎和大媽溫暖的靈氣
還是回遊覽車上吧！！（累🥱
有時候真不理解自己的重點在哪

晚上朋友貼心的幫我訂了飯店
就是朝天宮旁邊的高級飯店
相對香客大樓和旅社真的是非常高級
我們是住兩張雙人床的四人房，時尚設計還可以選擇是否要看誰在洗澡🛁，或許來進香的人也有情趣需求吧？！
不過在我們進門放行李10分鐘後，就有8個鬼來到房門口站在廁所旁看著我們
反正也不是第一次見鬼，我什麼也沒說就離開飯店去香客大樓吃晚餐了

晚餐後，我們一行人在飯店裡喝威士忌配肉乾到午夜時分才上床睡覺
因為我們只有三個人，朋友又貼心的讓我一個人睡雙人床
不過事實上我差不多整晚都沒睡
除了他們兩個輪流打呼外，傍晚的鬼整晚都在看我睡覺🙄️

我一個人睡在靠近窗邊的位子
空一個床位再隔走道後是朋友兩人睡的雙人床
因為我喜歡側睡，所以我背對著朋友們舒坦的睡著
其中一位朋友因為太累沒洗澡就睡了
半夜2:00左右他起床洗澡，我有聽到他洗好吹好頭髮放吹風機的聲音
然後就在我快要睡著時，我感覺到有人爬上了我的床，一手撐在我背後的空位上，難道朋友要換睡我這床？？

也不知道撐了多久，反正床一直陷下去一塊的感覺，我轉過身去看，沒人？？
然後我又轉回來睡，沒多久，又有人上床了，然後床又陷下去了🙄️
感覺就像是一個人撐著手在看另一個側睡的人
整個晚上就這樣撐著看，轉過去看沒人？又撐著看，轉過去又沒人？
好煩人的一個晚上，我原本以為祂的下一步是鬼壓床
不過就只是一直讓床陷下去，沒了

回台北後，我朋友問我說，北港媽不夠力嗎？
我跟他說：「旅館又不是北港媽的，祂才不管。」",
186,2023/03/18 15:37:48,【神知鬼識】,"【神知鬼識】
#天命之人 第1話
#宮廟
#三把刀
#鬼話連篇
#得道大師
#轉世
#靈器法寶
#實名制
#開悟

你聽過有人小時候幾歲前要盡量避免去宮廟嗎？
讓我從靈界的角度來跟你分享這件事的真相

上次和朋友聚會
朋友跟我說他認識一位知名通靈人
然後這位通靈人幫另一位小朋友看了之後說了以下幾個點：
1.小孩是某得道大師轉世
2.身負三把刀或是什麼的（九把刀可以嗎？！
3.好像是三歲前要少去宮廟
4.不然可能會影響小孩子的未來，不是大好就是大壞
或許還有其他細節，但我只能說超像「鬼話連篇」

如果真是得道大師轉世，祂既轉世，自有任務，絕非父母可以左右，你聽過哪一個父母改變哪位大師的未來嗎？
如果沒有靈力的父母家人也能改變得道大師的人生，那靈界真的沒有比人界高多少

身負三把刀？？
我聽過無數種這個說法，有的是劍或箭，也有什麼旗子的
如果是先天法寶，不到重要關頭法寶是不會自動出竅的
在靈界所有的法寶都是實名制，只有物主可以駕馭，你即便偷走了寶物，除非你能力比原物主強，否則法寶根本不會為你所用，因為法寶在跟上主人前都經過授證儀式，絕不是簡單的外力可以影響的
以我目前看過的寶，有的根本是陰器，是一種類似詛咒的邏輯，只要拔除後，這小孩就沒有這個問題了

因帶寶而不能入宮廟？？
首先若真的是寶，神佛皆看在眼裡
沒有什麼不敬或是會被神佛討厭的可能
因為靈界非常井然有序
低階見高階必定行禮，也不會因為這個凡胎才幾歲，神就看不起他
因為靈界的修為無法造假，技不如人自當認份
如果你去的宮廟所拜的神會因為技不如一個孩子而生氣，這個神的修為非常可議，還是少去為妙
一般大廟，龍山寺、朝天宮這種廟裡的神水準都很夠，你就算帶100支法寶，祂也不一定鳥你
請記得，所有仙佛所修之法出自同源，一切法寶都是同一個頻率的聖器，只有日月同輝的可能
畢竟大家都是脫仙入世，沒有什麼天大的事不會兵戎相見，除非身上帶的是陰器
如果你帶的陰器，這間廟的神佛無法抵抗或是識破，那這間廟也沒什麼值得拜的點了

若帶去宮廟，可能影響孩子的未來？？可能大好或是大壞
「可能大好或是大壞」基本上是一句廢話，我真的很無言一個知名的通靈人能說出這種結論，跟沒講一樣
如同我之前所說過的，每個神仙在下凡前都身負任務，同時開悟時間都已訂下，絕不是在他年幼時就能改變的
人間有遲到誤點的可能，但靈界沒有喔！
所有的神都無敵準時，因為祂們隨時可以瞬間移動
萬分之一秒的差別，只有在大神間存在，人間的一秒真的太長了
就我所見過的鬼，一秒來回100公里都不是問題，更別說神了
在人間開悟前，靈界會派下各種神祇告訴當事人，祢來自哪裡，方向為何
等開悟時間一到，即開始承受天命，自然有屬於自己的業務出現

未完待續⋯⋯⋯",
185,2023/03/16 15:30:07,【鬼扣應篇】,"【鬼扣應篇】
#吃牛肉
#算命
#藏壽司
#業績
#青鬼頭
#太上老君
#青牛
#心齋

你有吃牛肉嗎？
你有吃豬肉嗎？
你有吃葷食嗎？
你有在喝酒嗎？
如果你信算命，是否也因此調整過自己的飲食模式？

某天一位客人跟我說他覺得我們的共同朋友可能需要我的幫忙
因為我跟共同朋友沒有太多的交集，所以大概約了三個月吧？！
那天我們終於約好要去吃「藏壽司」⋯⋯⋯

因為只有我們倆人，所以我們就對視而坐
由於他從事業務工作，我們便天南地北的聊開了
在我點了牛肉握壽司後
他說到他相信的算命老師建議他不要吃牛肉
然後舉了種種吃過牛肉後業績變差的故事
所以他已經好多年沒吃牛肉了

基本上我對他要吃什麼不吃什麼沒什麼想法
但對他說過的故事很有看法
片面知道的訊息是他談了許久的大單
客戶終於敲好時間和女兒一起來簽約
但因為朋友吃了牛肉，結果客戶女兒簽約前竟然高跟鞋壞掉，摔斷了腳趾，緊急送醫，大單飛了
我不能理解的是怎麼會相信自己吃了牛肉，能間接影響要簽約的客戶意外送醫的邏輯
我覺得最可怕的是穿鑿附會的心，而不是平白無故的兩件事

然後共同朋友最近手上長出了一點點奇怪的泡泡，經過醫生的檢查，尚未查出是什麼問題，但他也沒有任何痛覺，只是看起來怪怪的
接著他提到了他身體不適的母親，看似平常的症狀，他母親卻全身虛弱的不得了
就在他講這三句話時，對坐著的我看到他交叉的雙手間，探出了兩顆青色的鬼頭
這兩顆青色的鬼頭看了我一眼後，便再縮回朋友交差的雙手裡了

事後，我輕輕的點了一下朋友他媽媽的事，勸他要去處理，處理不好可以再回來找我😂
俗話說的好「說人人到，說鬼鬼到。」
這兩個鬼頭雖然在提到朋友媽媽的三句話中現身，但可能也看上我朋友了
不過到目前為止，我朋友似乎更在乎不能吃牛肉的現實生活

我學的是法術，我只在意真正的靈界活動
穿鑿附會的邏輯，算命說的禁忌，真的聽聽就好
忽視自己沖犯的靈界，才會讓你越活越差，生不如死

小時候我爸媽也帶我去算過命
我好像也是不能吃牛肉的命
但我吃習慣了，我不想少吃一樣美食，我也很愛日本生牛肉
我見過太上老君，祂也沒叫我要禁吃牛尊重祂的坐騎
我超想問世人：「你真的覺得太上老君騎的是牛嗎？」
人類往往陷於表象的困境，而無法看見事情的真諦

我的兩位師傅都是佛教的神仙
但我沒吃過一天素，陪別人吃一餐素是沒問題啦～
我跟陳老師討論過這件事，因為他也是什麼都吃，只不吃毛
我覺得陳老師說的很好「心吃素比較重要」
正如我喜歡的哲學家莊子所說的「心齋」
到目前為止我師傅也沒叫我吃過一天素，但我的法術也是一直學下去
人類往往在意看得見的規矩，卻忘了規範自己的心，那又算得上是什麼規矩呢？",
184,2023/03/14 15:01:00,【神來也篇】,"【神來也篇】
#法器
#喝酒宿醉
#蹬牆鬼
#深夜異音
#戶愚呂兄
#福音戰士初號機
#使徒
#錄音帶磁帶
#伏妖囊

你知道為什麼大神都沒有拿法器嗎？
難道祂不需要降妖伏魔嗎？

上週六我跑去喝酒，喝到忘了貼文
想說有經典賽陪伴大家，應該還說得過去吧？！
就在我喝到宿醉清醒之後⋯⋯⋯

我家附近住著一個蹬牆鬼
祂總是在深夜時刻大力的蹬著地板，像是有重物在立定跳遠的感覺
有時候祂蹬的離我太近吵到我睡覺時，我會跟祂說：「去別的地方蹬！」
因為我住六樓，通常祂聽到我在說後，祂就會去二樓或三樓蹬
所以我家其他住戶常在深夜聽見異音，但我也不會跟他們說是鬼在吵
你家半夜也常有異音嗎？建議你可以找人去看看

那晚就在我即將睡著時，我聽見了一聲蹬牆聲，祂好像蹬在我房門口？！
但我真的太累了，直接秒睡⋯⋯⋯
睡著後我以靈魂姿態再次醒了過來
成為魂魄狀態後超方便的，出門都不用開門😂
我靜靜的走到房門外，再來到陽台邊
我看見一個鬼魂正懸空站在我六樓的陽台外對著我的窗戶發呆？
鬼就是沒動時很像白癡的生物，祂們會停在任何地方，不管前面是否遮蔽視線，反正祂也不是用眼睛在看世界的

在我看到祂後，我便走向窗口暗示祂我看見祂了
不知道我是否有激怒到他？或是我讓祂覺得來者不善
祂轉過身向我直挺的飄了過來
噁～祂長的真醜
一般鬼魂的標準配備，黑色的披頭散髮和破舊的白袍，醜的是祂的臉
祂的臉像一個大蟻窩般腫脹變形，讓祂看起來更像個醜陋的禿頭
變形的臉龐上看不見清楚的五官，但感覺表皮已腫脹乾裂，五官應該藏在乾裂的縫隙之後

當祂直挺的飄向我後，就在祂靠近窗口時
我伸出我的右手一把抓住了祂的左手臂，將祂拉進我家陽台
因為我的手掌中存放了很多神明的記號，因此就在我抓住祂的臂膀後，我手中的印記便自然啟動神界的靈力快速侵蝕著祂的靈魂，同時卸除祂的陰氣，有種廢祂武功的感覺
當祂意識到這件事時，祂快速的舉起右手大力的揮向我的頭部，看似想要一擊將我擊倒
好在我順勢抬起左手後，便擋下了祂的奮力一擊
2秒後，祂就像幽遊白書裡的戶愚呂兄被我的右手侵蝕的像隨風飄曳的絲線
我像小時後收童軍繩般，把祂被榨乾的靈體對折、對折再對折，折成一個潛艇堡的大小
我只記得我像福音戰士裡的初號機吃使徒般，一口從祂的頭附近咬了下去，大口的咀嚼著祂的靈魂
祂的靈魂嚼起來像是小時候用的錄音帶中的磁帶，一點都不好吃，沒有味道，沒有營養，吃起來沒有開心的感覺，如果要評分一定是0分

雖然難吃，但我有點想順便發洩一下我在人間的怨氣
祂不是我第一個虐殺的鬼，在靈界高等靈欺負低等靈是很正常的，而且高等靈不一定有罪，因為即便祢（低等靈）去告狀，大神也會問：「那祢（低等靈）幹嘛去招惹祂（高等靈）？」
在確定嚼不爛祂的靈魂後，我選擇直接吞下有頭的這一口
然後一次把剩下的驅幹和四肢全部塞進嘴裡，大口的咀嚼著祂難吃的靈魂
最後囫圇吞棗的把祂全部吞進了嘴裡，我掀開衣服看著自己靈魂的胃
原來師傅把我的胃連結上了靈界的「伏妖囊」
淡藍色的靈氣圍繞著我的胃，胃壁上有紅色和金色的咒文，一閃一閃的固守著被收入的靈氣
剛剛那個醜陋的鬼魂在伏妖囊中，就像是日本便利商店給的塑膠袋一樣的輕薄，同時祂再也不會動了
鬼屬陰，祂將在伏妖囊中被藍、紅、金三色靈氣持續侵蝕，但祂不會死的，因為祂沒有死的能力了
當天起床後，我的嘴好酸哦！一定是昨晚咬太大力了

大神為什麼不用帶法器？
因為祂全身都是武器，只是我們不一定看得懂而已
我今天心情特別好，因為我得到了一個新的法器「伏妖囊」
我終於可以不用擔心消化的問題了😋",
183,2023/03/09 16:30:25,【神來也篇】,"【神來也篇】
#南無觀世音菩薩
#聖誕快樂
#普陀山
#一神論
#觀音大老闆
#補經臺
#宇宙大神

今天是南無觀世音菩薩的聖誕
大家拜拜了嗎？
因為剛好遇上了聖誕就來寫一下師傅的故事好了

觀音是非常廣泛被祭祀的一種神明
祂的形象很多元幾乎任何法相都曾經出現過
就我所知最大的那位觀音並不存在地球上給人膜拜
因此聽到要去普陀山之類的行程我都沒什麼興趣
說真的神不是動物園的觀賞動物，祂不會待在一個地方等你去找祂。
若有緣，祂會找機會與你相見。

各位應該知道每尊觀音像上的觀音神靈都不一樣吧？
我真的很常聽到有人說：「不是都一樣嗎？」
如果都一樣，那不就成了一神論了嗎？絕對不是

大約在我拜入師門後的第三個月的某天
師傅帶我見了觀音大老闆一面
也就是那位師傅說至高無上的觀音本靈
事實上見到祂也不是多輕鬆的事
當時的我剛拜入師門，連最簡單的過火法都還沒學會
但因為我師傅的理念是要和世界上的神仙當朋友，這樣有需要時才能要風得風，要雨得雨
因此，傻呼呼的我便請來了觀音大老闆
只記得當時祂開了一個如明月般大小的小洞在宇宙的另一邊看著我
洞口垂下到我的身邊的直線距離上，站滿了無數金剛和將軍神
當時的我正在桃園唸大學二年級
傻白萌的我唸誦著師傅教給我的祭文
只能說此生沒有壓力這麼大過，總覺得唸錯一個字隨時都有被處罰的可能

附近的靈界呢？
當時我住在小小的山坡上，平常總是17:30一到就到處站著的鬼魅們
那天那時一個都找不到
感覺此時就只剩下觀音大老闆、一堆脅侍和皮皮挫的我
我師傅呢？祂把祭文交給我後，就沒出現啦！！
剩下我一個人面對觀音大老闆「面試？」
當年的我每天會誦讀祭文16遍
在觀音祭文唸誦期間當然也是常唸錯字，我當時真的超怕死後會被罰到補經臺重唸
師傅後來跟我說：「大神都差不多這樣，別太意外。」
所以在地球上看到跟山一樣的大神，真的不用太讚嘆
因為還有一堆宇宙大神

我師傅從沒跟我說過什麼祂的個人資訊
大部分的資訊是之前提到的陳老師告訴我的
聽說師傅是觀音的第四個分身
除了觀音大老闆外，老二觀音和老三觀音我從沒見過
我覺得可能是因為師傅知道我只是此生當祂徒弟吧？！
死後我就會回去見我原本的師傅了

某些神明會自定自己的聖誕日
舉例某個觀音說自己的聖誕是農曆2/20
事實上這都是合理的，因為每個靈都有自己的意識，也有祂喜歡的日子
只是當這個靈還計較自己哪一天生日時，我會很懷疑祂是不是太「凡」了一點

因為觀音大老闆和師傅的關係
我現在在台灣島上認識了另外三位廟裡的觀音
當然祂們也都是過農曆2/19這天的聖誕
畢竟大廟嘛～還是很照習俗的
最後㊗️天下觀音都萬壽無疆，我要去吃師傅的蛋糕了🤪",pic\677866311009929.jpg
182,2023/03/07 15:01:03,【鬼扣應篇】,"【鬼扣應篇】
#道長
#煉丹
#醫術
#治病救命
#癌症
#靈力
#生氣
#惡氣
#藏主

小時候看道長的故事都會提到⋯⋯⋯道長擅長煉丹和醫術，一生以“治病救命、濟貧扶弱”為己任等等的故事
因為最近蠻常在體驗「治病」的法術
搞得我覺得自己也像是半個道士一樣
而且為什麼客人們一半以上都是癌症，一開始真的是有點壓力
不過反正法術只能護住人的一半另一半就要靠當事人自己了
這就是「命運」的真諦了

前幾天晚上，再次為生病的客人補氣
身負病厄的人通常靈力和運氣都比較差
因此我會看狀況請師傅將祂的靈力和我的生氣過給客人
收到神明靈力的人，會受到聖光的庇佑
收到他人生氣的人，會讓惡邪發現這個人有活人固守，然後就找活人算帳？

那天將氣過給客人後，我就躺床要去睡了
就在我躺下後的5分鐘左右
在我房間旁的廁所突然傳來有人用力把肥皂盒打翻，讓肥皂掉到地上的聲音
當我微微的睜開眼睛後，看見從靠廁所的牆面衝出一股凶惡之氣
接著開始在我六樓的外牆開始了奇怪的敲牆聲「扣⋯⋯⋯⋯⋯⋯扣⋯⋯⋯⋯⋯⋯」

我疲憊的將頭轉向左邊
看著什麼也沒看見的牆面，靜靜的等待下一個敲擊聲
我有點不耐的向惡鬼說：「可以不要敲了嗎？好吵😤」
但敲擊聲似乎沒有要停下來的意思
持續著「扣⋯⋯⋯⋯⋯⋯扣⋯⋯⋯⋯⋯⋯」

突然想到我的寶貝貓咪「藏主」
回頭看了一下冷靜的藏主
身為貓的本能基本上只要是活體牠都是直接站高高觀察敵情
不過因為牠也發現是鬼了吧！！
藏主若無其事的坐在我身旁，只呆呆的看著前方，像是什麼也沒發生一樣

因為關心藏主的狀況而有點清醒的我
再次望向窗邊的外牆說：「欸！這麼愛敲，那敲個節奏來聽，敲首流行歌來聽吧？！王心凌的愛你好了～」
我直接打起了愛你的副歌節奏
敲牆的扣扣聲也隨即加快了速度，不過只是變成「扣⋯⋯⋯扣⋯⋯⋯扣」連三聲而已

敲的真爛～
然後我就繼續閉著眼睡著了
大約30分鐘後吧？！
敲擊聲停了
惡鬼離開了
我的隨侍神官通知我說：「祂走了欸，你要起來看看嗎？」
我再次睜開雙眼，確定惡鬼走後，就再睡去了

真的好想跟愚蠢的鬼們說：「祢真的玩不過我的🤣，不過我還是歡迎下一位來玩。」",
181,2023/03/04 15:00:47,【神來也篇】,"【神來也篇】
#西方神鬼 再1話
#借花獻佛
#手漫陰氣
#基督教法
#耶穌之光
#自然法
#西方耶穌
#東方觀音
#日夜庇護

照片是英國客人送來感謝師傅的美麗花束
謝謝客人的信任讓我有機會學會更多特別的法術

就在該隱賜予我基督教法後大約兩週
客人的先生又再次無法順利睡著
在我和客人聊Line 時，我看見客人的丈夫自手臂上漫出絲絲陰氣
面對曾經被惡鬼纏身的客人一定要非常有耐心
一次次的解開新的惡氣魔法
愚昧的鬼魂總是在接受一次次的震撼教育後才會乖乖聽話

連基督教法都已經用過的我原本也沒有什麼頭緒
畢竟我們相隔半個地球
耶穌的話都不聽了，我還能怎麼辦呢？
就在探知手臂上的陰氣後，當日下午師傅給了我一個建議
既然耶穌的光芒也無法一直護持客人，那只能用自然的光芒來輔助了

我學的是師傅教的陰陽之術
而地球上因為有萬物的自然運行
因此除了陰陽之術之外，還有自然法可以運用
有些時候會覺得師傅好像教太多了
多到我無法記住每一種法術，然後A法術又可以跟B法術複合成C法術
這真的會是一個無窮無盡的法術世界
也謝謝惡鬼們的堅持
讓我一直學習全新的法術

師傅說：「既然單借耶穌之力無法打消惡鬼們的念頭，那就再請觀音之力。」
我好奇的問師傅：「不是說用基督教法治基督教鬼嗎？」
師傅則說：「自然凌駕於一切之上，沒有疆域的限制，只有顯像的不同。」
總之師傅怎麼說，我就怎麼做，只是施法前我真的覺得這個法術太奇妙了

來到台灣的深夜時分
只是因為我下班的晚，事實上施法沒有什麼白天夜晚的分別
只有方便的時間而已

我再次拿起三炷香奉請觀音作主請來耶穌
首先向耶穌說到：「請耶穌作主以西方的太陽為根，同星辰般照耀守護著我的客戶，庇護他不受惡邪之侵擾⋯⋯⋯⋯」
大概遲疑了2秒後
師傅跟我說：「你怎麼不接著說？」
我問師傅：「真的要說喔？！」
師傅堅定的告訴我說：「說了就有用了！」
我接著說到：「請觀音以東方的太陽之力，在西方沒有太陽的時候，將東方的太陽之力帶到西方，持續庇護我的客戶，使他日夜皆不受惡邪之影響。」
話語畢，我自己都懷疑我在說什麼🤔

不過客人的老公又可以好好睡覺了
所以客人從英國訂了花來送給師傅同時為我㊗️福
真是非常不好意思，會法術的接受不會法術的祝福🤣",pic\673928801403680.jpg
